Word,Count,Translation
fat,45737,Λίπος
passed,45678,περασμένος
m,45657,Μ
final,45614,τελικός
summer,45611,καλοκαίρι
bob,45572,βαρίδι
listening,45564,ακρόαση
escape,45553,διαφυγή
everywhere,45430,παντού
moon,45422,φεγγάρι
arms,45390,όπλα
turns,45374,στροφή
address,45332,διεύθυνση
ow,45251,ωχτώ
match,45223,αγώνας
gasps,45214,αναπνοή
grand,45183,μεγαλειώδης
yep,45096,ναι
shh,44939,σια
nervous,44913,νευρικός
de,44903,ετυρία
choose,44853,επιλέγω
themselves,44832,τους εαυτούς τους
decide,44806,αποφασίζω
mate,44782,σύντροφος
drinking,44770,πίνω
press,44624,τύπος
bother,44619,ενόχληση
foot,44588,πόδι
hadn,44545,δεν είχε
blame,44534,κατηγορώ
crap,44529,σκατά
drugs,44516,φάρμακα
type,44489,τύπος
rings,44331,δαχτυλίδια
mission,44289,αποστολή
named,44264,ονομάστηκε
heaven,44231,παράδεισος
'ii,44152,«ii
picked,44114,εκλεκτός
paris,44110,Παρίσι
race,44089,αγώνας
risk,44005,κίνδυνος
books,43897,βιβλία
further,43839,περαιτέρω
danny,43801,Ντάνι
action,43798,δράση
allowed,43797,επιτρεπόμενος
orders,43786,διατάξεις
learned,43716,έμαθα
price,43671,τιμή
arrived,43640,έφτασε
nick,43636,Νίκος
otherwise,43596,σε διαφορετική περίπτωση
pictures,43550,εικόνες
fit,43502,κατάλληλος
smoke,43421,καπνός
favor,43370,εύνοια
played,43357,παίζω
notice,43315,ειδοποίηση
awesome,43298,φοβερός
smile,43295,χαμόγελο
director,43294,διευθυντής
guard,43270,φρουρά
begin,43130,αρχίζουν
spot,43079,σημείο
surprised,43018,έκπληκτος
innocent,42962,αθώος
narrator,42916,αφηγητής
herself,42884,εαυτήν
london,42880,Λονδίνο
feelings,42843,συναισθήματα
enemy,42799,εχθρός
battle,42785,μάχη
ourselves,42731,εμείς οι ίδιοι
alex,42710,Αλέξ
dollars,42705,δολάρια
allow,42649,επιτρέπω
nine,42538,εννέα
gay,42536,γκέτος
department,42487,τμήμα
guilty,42459,ένοχος
apart,42417,χώρια
earlier,42407,νωρίτερα
duty,42329,καθήκον
jim,42323,τζιμ
suit,42315,κοστούμι
bell,42299,κουδούνι
west,42219,δυτικά
legs,42152,πόδια
hero,42093,ήρωας
destroy,42078,καταστρέφω
stage,42074,στάδιο
bunch,42064,δέσμη
according,42026,σύμφωνα με
chicken,41996,κοτόπουλο
bigger,41873,μεγαλύτερος
grunting,41866,χασομερής
low,41837,χαμηλός
helping,41832,βοήθεια
admit,41817,ομολογώ
closed,41801,κλειστό
names,41772,ονόματα
witness,41753,μάρτυρας
upstairs,41732,επάνω
arm,41726,μπράτσο
steal,41720,κλέβω
jimmy,41706,τσίμι
kick,41697,λάκτισμα
twice,41693,εις διπλούν
cross,41692,σταυρός
ways,41675,τρόποι
sergeant,41650,λοχίας
indeed,41591,πράγματι
gas,41535,αέριο
keeping,41371,τήρηση
energy,41290,ενέργεια
pregnant,41290,έγκυος
waste,41240,απόβλητα
helped,41235,βοήθησα
fired,41193,απολυμένος
favorite,41153,αγαπημένη
tony,41145,αντωνάκης
taste,41080,γεύση
locked,41079,κλειδωμένος
places,41041,μέρη
writing,41035,Γραφή
adam,41028,Αδάμ
brothers,41025,αδερφια
starts,41012,ξεκινά
prince,40914,πρίγκιπας
form,40833,μορφή
sold,40796,πωληθεί
silly,40758,ανόητος
mention,40753,αναφέρω
build,40738,χτίζω
throat,40719,λαιμός
hole,40658,τρύπα
figured,40590,σχηματικός
track,40578,πίστα
ringing,40518,κουδούνισμα
lock,40462,κλειδαριά
leg,40449,πόδι
above,40388,πάνω από
hiding,40387,απόκρυψη
steve,40377,Στέφανος
seemed,40343,φαινόταν
breakfast,40285,ΠΡΩΙΝΟ ΓΕΥΜΑ
engine,40282,κινητήρας
written,40246,γραπτός
complete,40210,πλήρης
video,40195,βίντεο
applause,40194,χειροκροτήματα
however,40098,ωστόσο
pressure,40065,πίεση
fresh,40049,φρέσκο
weapon,40033,όπλο
sky,39986,ουρανός
ms.,39904,Κυρία.
stole,39897,επιτραχήλιο
study,39882,μελέτη
burn,39874,έγκαυμα
reading,39869,ΑΝΑΓΝΩΣΗ
crowd,39856,πλήθος
treat,39803,θεραπεύω
roll,39791,ρολό
double,39770,διπλό
spirit,39556,πνεύμα
danger,39518,κίνδυνος
cost,39485,κόστος
empty,39482,αδειάζω
level,39476,επίπεδο
memory,39331,μνήμη
itself,39330,εαυτό
acting,39326,ηθοποιία
interest,39252,ενδιαφέρον
nose,39194,μύτη
plans,39142,σχέδια
following,39136,ΕΠΟΜΕΝΟ
bathroom,39095,τουαλέτα
built,39041,χτισμένο
closer,39022,πλησιέστερος
ray,38995,ακτίνα
sarah,38933,Σάρα
band,38918,ζώνη
groans,38867,στεναγνώ
apparently,38705,προφανώς
excited,38640,ενθουσιασμένος
richard,38625,Ρίτσαρντ
losing,38585,χαμένος
animals,38518,των ζώων
flight,38504,πτήση
nature,38496,φύση
raise,38449,υψώνω
pop,38419,κρότος
client,38407,πελάτης
bomb,38395,βόμβα
neck,38371,λαιμός
suspect,38365,ύποπτος
warm,38355,ζεστός
extra,38335,επιπλέον
bottle,38229,μπουκάλι
van,38223,βαν
heavy,38220,βαρύς
mommy,38167,μαμά
dogs,38164,Σκύλοι
wild,38162,άγριος
ridiculous,38121,γελοίος
simply,38100,απλά
lee,38047,υπήνεμος
animal,38036,ζώο
showed,38007,μου έδειξε
billy,37951,ρόπαλο
shooting,37914,κυνήγι
keeps,37914,διατηρεί
camp,37907,κατασκήνωση
guns,37893,όπλο
medical,37844,ιατρικός
shame,37793,ντροπή
hoping,37769,ελπίζοντας
whom,37735,ποιόν
bird,37711,πουλί
majesty,37699,μεγαλείο
flowers,37699,λουλούδια
famous,37634,διάσημος
asleep,37535,κοιμισμένος
beauty,37515,ομορφιά
driver,37474,οδηγός
keys,37443,κλειδιά
rain,37417,βροχή
awful,37405,απαίσιος
large,37373,μεγάλο
local,37344,τοπικός
deserve,37283,αξίζω
goddamn,37270,θεό
stone,37203,πέτρα
jane,37198,Ιωάννα
grace,37180,χάρη
consider,37165,σκεφτείτε
weekend,37115,σαββατοκύριακο
wondering,37023,αναρωτιέμαι
lay,36984,λαϊκός
plenty,36941,αφθονία
willing,36938,πρόθυμος
pants,36916,παντελόνι
sweetheart,36907,Αγαπημένος
skin,36861,δέρμα
excellent,36849,έξοχος
asshole,36844,κώλος
beach,36841,παραλία
c,36830,ντο
faith,36815,πίστη
beg,36807,ικετεύω
fuckin,36802,σκατά
responsible,36781,υπεύθυνος
military,36733,Στρατός
cheering,36723,επευφημίες
opportunity,36711,ευκαιρία
common,36698,κοινός
bottom,36680,κάτω μέρος
german,36610,Γερμανός
whoever,36535,Οποιοσδήποτε
cook,36531,μάγειρας
walked,36528,περπατώντας
papers,36502,χαρτιά
justice,36481,δικαιοσύνη
hall,36354,αίθουσα
commander,36345,διοικητής
drug,36316,φάρμακο
main,36292,κύριος
knife,36197,μαχαίρι
devil,36189,διάβολος
necessary,36124,απαραίτητη
although,36046,αν και
princess,36046,πριγκίπισσα
lights,36039,φώτα
flying,36023,πέταγμα
dick,35996,ψωλή
rose,35942,τριαντάφυλλο
knowing,35876,γνωρίζων
clearly,35837,σαφώς
hat,35828,καπέλο
agreed,35752,σύμφωνος
johnny,35735,γιαννάκης
corner,35734,γωνία
code,35711,κώδικας
note,35701,Σημείωση
tommy,35690,άγγλος στρατιώτης
due,35669,λόγω
correct,35595,σωστός
apologize,35587,Απολογούμαι
language,35569,Γλώσσα
stars,35549,αστέρια
faster,35547,γρηγορότερα
cars,35472,αυτοκίνητα
folks,35431,λαοί
bullshit,35397,μαλακίες
i.,35384,Εγώ.
fellow,35335,σύντροφος
several,35232,αρκετά
grandma,35216,γιαγιά
shows,35209,εκπομπές
leader,35155,ηγέτης
leaves,35150,φύλλα
restaurant,35126,εστιατόριο
east,35109,Ανατολή
shouting,35108,κραυγές
blind,35066,τυφλός
ghost,35051,φάντασμα
cup,35016,φλιτζάνι
gotten,35001,πήρε
tight,34972,σφιχτός
conversation,34935,συνομιλία
tells,34873,λέει
lies,34827,ψέματα
nor,34821,ούτε
pulled,34816,τραβηγμένος
hanging,34808,κρέμασμα
speed,34794,Ταχύτητα
stories,34792,ιστορίες
health,34788,υγεία
advice,34773,συμβουλή
held,34733,που πραγματοποιήθηκε
uh-huh,34672,εχ.
murdered,34599,δολοφονημένος
beyond,34595,πέρα
rule,34517,κανόνας
hardly,34482,μετά βίας
possibly,34442,πιθανώς
inspector,34442,επιθεωρητής
cousin,34395,ξαδερφος ξαδερφη
trial,34375,δίκη
emergency,34359,επείγον
ought,34342,πρέπει
eddie,34314,Έντινα
somehow,34291,κάπως
hearing,34211,ακρόαση
states,34128,κράτη
account,34088,λογαριασμός
spoke,34035,ακτίνα
file,33969,αρχείο
understood,33953,κατανοητό
angel,33922,άγγελος
tape,33904,ταινία-κασέτα
milk,33863,γάλα
powerful,33854,ισχυρός
weapons,33779,όπλα
practice,33775,πρακτική
manager,33775,διευθυντής
pardon,33755,συγνώμη
vote,33737,ψήφος
jake,33704,Τζέικ
national,33697,εθνικός
career,33682,καριέρα
minister,33653,υπουργός
super,33639,σούπερ
taught,33613,διδακτός
robert,33595,Ροβέρτος
biggest,33564,μέγιστος
plays,33550,παίζω
natural,33540,φυσικός
dancing,33491,χορός
copy,33489,αντίγραφο
plus,33414,συν
martin,33293,χελιδόνι
cake,33256,κέικ
freedom,33196,ελευθερία
among,33190,αναμεταξύ
breath,33176,αναπνοή
operation,33161,λειτουργία
chris,33139,Κάρις
crew,33113,πλήρωμα
challenge,33099,πρόκληση
market,33081,αγορά
meat,33050,κρέας
towards,33032,προς
bringing,33020,φέρνοντας
dropped,32997,πτώση
student,32987,μαθητης σχολειου
lied,32979,ψέματα
strength,32950,δύναμη
size,32841,Μέγεθος
breathe,32841,αναπνέω
color,32837,χρώμα
monster,32819,Τέρας
loud,32757,μεγαλόφωνος
photo,32757,φωτογραφία
aw,32746,aw
nearly,32730,σχεδόν
sight,32715,θέαμα
greatest,32692,μεγαλύτερος
games,32623,Παιχνίδια
bridge,32588,γέφυρα
dressed,32547,ντυμένος
arrested,32506,συλληφθείς
horrible,32492,φρικτός
coach,32471,προπονητής
planning,32400,σχεδίαση
checked,32333,τετραγωνισμένος
breaking,32321,σπάσιμο
noticed,32301,παρατηρημένος
fantastic,32288,φανταστικός
screams,32273,κραυγές
serve,32190,σερβίρισμα
ideas,32182,ιδέες
investigation,32178,έρευνα
center,32146,κέντρο
older,32130,Παλαιότερα
pack,32110,πακέτο
soldiers,32098,στρατιώτες
nonsense,32097,ανοησίες
doc,32073,έγγραφο
project,32040,έργο
training,31973,εκπαίδευση
example,31952,παράδειγμα
trick,31937,τέχνασμα
prepared,31857,έτοιμος
science,31833,επιστήμη
united,31812,ενωμένος
travel,31791,ταξίδι
incredible,31786,απίστευτος
grandpa,31767,παππούς
paying,31696,δικαιούχος
character,31657,χαρακτήρας
teeth,31615,δόντια
criminal,31574,εγκληματίας
charles,31567,Κάρολος
chinese,31561,κινέζικα
truly,31514,στα αληθεια
honestly,31501,τίμια
bro,31473,αδερφέ
survive,31440,επιζώ
bobby,31434,άγγλος αστυφύλακας
target,31415,στόχος
feed,31409,ταίζω
nurse,31406,νοσοκόμα
e,31369,μι
fake,31355,απομίμηση
records,31339,αρχεία
breathing,31306,αναπνοή
sweetie,31295,γλυκιά μου
numbers,31285,αριθμώ
oil,31269,λάδι
suicide,31261,αυτοκτονία
belong,31225,ανήκω
whoo,31217,μαχαιρώ
perfectly,31201,τέλεια
amy,31193,Έι
forgotten,31150,ξεχασμένος
remain,31135,παραμένει
original,31108,πρωτότυπο
papa,31095,μπαμπάς
onto,31052,επάνω σε
concerned,31047,ενδιαφερόμενος
credit,31029,πίστωση
ugh,31008,αχ
invited,30993,καλεσμένος
discuss,30922,συζητώ
research,30907,έρευνα
easier,30876,ευκολότερη
view,30874,θέα
chair,30826,καρέκλα
hurts,30804,πονάει
strike,30801,απεργία
roger,30768,Ρόγηρος
fill,30683,γέμισμα
condition,30624,κατάσταση
mountain,30565,βουνό
dr,30549,Δρ
nowhere,30470,πουθενά
sheriff,30458,σερίφης
kim,30447,Κιμ
turning,30420,στροφή
brown,30395,καφέ
recognize,30366,αναγνωρίζω
heads,30350,κεφάλια
audience,30335,ακροατήριο
'all,30283,'όλα
jealous,30274,ζηλιάρης
pretend,30225,προσποιούμαι
society,30208,κοινωνία
finding,30196,εύρεση
shirt,30183,πουκάμισο
comfortable,30156,άνετος
meaning,30144,έννοια
guest,30128,επισκέπτης
pieces,30122,κομμάτια
dry,30102,ξηρός
letting,30057,εκμάθηση
began,30049,ξεκίνησε
aye,30029,πάντοτε
jeff,29984,Τζεφ
female,29953,θηλυκός
release,29892,ελευθέρωση
ho,29883,ευσπλαχνία
cards,29871,καρτέλλες
pray,29862,προσεύχομαι
unfortunately,29849,Δυστυχώς
balls,29799,μπάλες
destroyed,29789,καταστράφηκε από
ended,29775,έληξε
universe,29765,σύμπαν
prepare,29762,προετοιμάζω
opinion,29749,γνώμη
movies,29742,κινηματογράφος
soldier,29719,στρατιώτης
wash,29707,πλύση
program,29668,πρόγραμμα
heat,29645,θερμότητα
usual,29636,συνήθης
ticket,29625,εισιτήριο
stolen,29618,κλεμμένος
prefer,29606,προτιμώ
aware,29598,ενήμερος
surely,29565,ασφαλώς
male,29548,αρσενικός
base,29547,βάση
matters,29539,θέματα
lift,29528,ανελκυστήρας
lab,29504,εργαστήριο
command,29479,εντολή
proof,29430,απόδειξη
