Word,Count,Translation,ZegedronCount
third,55750,τρίτος,0
english,55677,Αγγλικά,0
visit,55638,επίσκεψη,0
mama,55372,μαμά,0
judge,55336,δικαστής,0
window,55285,παράθυρο,0
hungry,55259,πεινασμένος,0
dare,55131,τολμώ,0
relationship,55128,σχέση,0
moved,55096,κινούμενος,0
prove,55079,αποδεικνύω,0
private,54978,ιδιωτικός,0
wall,54813,τείχος,0
seat,54615,έδρα,0
i-i,54460,i-i,0
position,54449,θέση,0
lieutenant,54321,υπολοχαγός,0
realize,54306,συνειδητοποιώ,0
lt,54305,LT,0
especially,54148,ειδικά,0
machine,54140,μηχανή,0
walking,54115,το περπάτημα,0
art,54096,τέχνη,0
pleasure,54085,ευχαρίστηση,0
bloody,54026,αιματηρός,0
college,53933,Κολλέγιο,0
french,53911,γαλλική γλώσσα,0
involved,53718,εμπλεγμένος,0
cry,53674,κραυγή,0
became,53603,έγινε,0
lived,53550,έζησε,0
impossible,53527,αδύνατο,0
obviously,53527,προφανώς,0
neither,53452,κανενα απο τα δυο,0
accept,53291,αποδέχομαι,0
boyfriend,53124,φίλος,0
besides,53110,εκτός,0
queen,53006,βασίλισσα,0
teacher,53004,δάσκαλος,0
cops,52981,αστυνομικοί,0
sake,52827,χάρη,0
loves,52751,λατρεύει,0
carry,52734,μεταφέρω,0
teach,52731,διδάσκω,0
apartment,52714,διαμέρισμα,0
upset,52565,αναστατωμένος,0
green,52557,πράσινος,0
la,52546,λα,0
liked,52485,άρεσε,0
cute,52240,χαριτωμένος,0
evil,52175,κακό,0
professor,52026,καθηγητής,0
contact,51750,Επικοινωνία,0
joke,51728,αστείο,0
cop,51701,μπάτσος,0
huge,51581,τεράστιος,0
holy,51499,άγιος,0
store,51492,κατάστημα,0
jail,51429,φυλακή,0
likes,51334,συμπαθεί,0
lawyer,51332,δικηγόρος,0
doubt,51287,αμφιβολία,0
continue,51279,να συνεχίσει,0
appreciate,51258,Εκτιμώ,0
cat,51175,Γάτα,0
shop,50976,κατάστημα,0
driving,50866,οδήγηση,0
congratulations,50847,Συγχαρητήρια,0
wrote,50800,έγραψα,0
village,50792,χωριό,0
quit,50649,εγκαταλείπω,0
field,50617,πεδίο,0
james,50562,Τζέιμς,0
wine,50522,κρασί,0
decision,50446,απόφαση,0
south,50364,Νότος,0
sleeping,50357,κοιμάμαι,0
slow,50276,αργός,0
laughter,50196,γέλιο,0
island,50107,νησί,0
glass,50103,ποτήρι,0
beginning,50069,αρχή,0
cash,49976,μετρητά,0
dying,49963,βαφή,0
hundred,49823,εκατό,0
whose,49808,του οποίου,0
difference,49743,διαφορά,0
plane,49704,επίπεδο,0
push,49690,Σπρώξτε,0
continues,49684,συνεχής,0
mmm,49655,μμμ,0
singing,49144,τραγούδι,0
eating,49119,τρώει,0
north,49107,Βόρειος,0
mrs,49087,κυρία,0
tree,49017,δέντρο,0
madam,48931,κυρία,0
gift,48891,δώρο,0
truck,48807,φορτηγό,0
putting,48797,βάζοντας,0
bear,48674,αρκούδα,0
board,48666,σανίδα,0
grab,48653,αρπάζω,0
beer,48641,μπύρα,0
stuck,48497,κολλημένος,0
magic,48484,μαγεία,0
support,48351,υποστήριξη,0
rules,48345,κανόνας,0
grunts,48253,κροτάλισμα,0
partner,48247,εταίρος,0
reach,48221,φθάνω,0
wind,48063,άνεμος,0
colonel,48036,συνταγματάρχης,0
max,47938,Μέγιστη,0
immediately,47938,αμέσως,0
seconds,47936,δευτερόλεπτα,0
thousand,47934,χίλια,0
gives,47900,δίνει,0
experience,47824,εμπειρία,0
cheers,47819,Στην υγειά σας,0
victim,47739,θύμα,0
upon,47699,επάνω σε,0
computer,47672,υπολογιστή,0
christ,47650,Χριστός,0
planet,47564,πλανήτης,0
promised,47559,υποσχόμενος,0
bus,47534,λεωφορείο,0
henry,47491,αυτεπαγωγής,0
dirty,47462,βρώμικος,0
search,47439,Αναζήτηση,0
staying,47241,παραμονή,0
dreams,47210,όνειρα,0
arrest,46994,σύλληψη,0
holding,46938,κράτημα,0
suddenly,46833,ξαφνικά,0
usually,46770,συνήθως,0
lots,46570,πλήθος,0
shoes,46490,παπούτσια,0
er,46383,er,0
jump,46358,άλμα,0
rid,46242,απαλλάσσω,0
yo,46233,γιο,0
knock,46228,χτύπημα,0
owe,46153,οφείλω,0
harry,46028,βασανίζω,0
grow,46010,καλλιεργώ,0
worst,45845,κατισχύω,0
river,45834,ποτάμι,0
aunt,45834,θεία,0
patient,45828,υπομονετικος,0
kitchen,45812,κουζίνα,0
aah,45774,αά,0
fat,45737,Λίπος,0
passed,45678,περασμένος,0
m,45657,Μ,0
final,45614,τελικός,0
summer,45611,καλοκαίρι,0
bob,45572,βαρίδι,0
listening,45564,ακρόαση,0
escape,45553,διαφυγή,0
everywhere,45430,παντού,0
moon,45422,φεγγάρι,0
arms,45390,όπλα,0
turns,45374,στροφή,0
address,45332,διεύθυνση,0
ow,45251,ωχτώ,0
match,45223,αγώνας,0
gasps,45214,αναπνοή,0
grand,45183,μεγαλειώδης,0
yep,45096,ναι,0
shh,44939,σια,0
nervous,44913,νευρικός,0
de,44903,ετυρία,0
choose,44853,επιλέγω,0
themselves,44832,τους εαυτούς τους,0
decide,44806,αποφασίζω,0
mate,44782,σύντροφος,0
drinking,44770,πίνω,0
press,44624,τύπος,0
bother,44619,ενόχληση,0
foot,44588,πόδι,0
hadn,44545,δεν είχε,0
blame,44534,κατηγορώ,0
crap,44529,σκατά,0
drugs,44516,φάρμακα,0
type,44489,τύπος,0
rings,44331,δαχτυλίδια,0
mission,44289,αποστολή,0
named,44264,ονομάστηκε,0
heaven,44231,παράδεισος,0
'ii,44152,«ii,0
picked,44114,εκλεκτός,0
paris,44110,Παρίσι,0
race,44089,αγώνας,0
risk,44005,κίνδυνος,0
books,43897,βιβλία,0
further,43839,περαιτέρω,0
danny,43801,Ντάνι,0
action,43798,δράση,0
allowed,43797,επιτρεπόμενος,0
orders,43786,διατάξεις,0
learned,43716,έμαθα,0
price,43671,τιμή,0
arrived,43640,έφτασε,0
nick,43636,Νίκος,0
otherwise,43596,σε διαφορετική περίπτωση,0
pictures,43550,εικόνες,0
fit,43502,κατάλληλος,0
smoke,43421,καπνός,0
favor,43370,εύνοια,0
played,43357,παίζω,0
notice,43315,ειδοποίηση,0
awesome,43298,φοβερός,0
smile,43295,χαμόγελο,0
director,43294,διευθυντής,0
guard,43270,φρουρά,0
begin,43130,αρχίζουν,0
spot,43079,σημείο,0
surprised,43018,έκπληκτος,0
innocent,42962,αθώος,0
narrator,42916,αφηγητής,0
herself,42884,εαυτήν,0
london,42880,Λονδίνο,0
feelings,42843,συναισθήματα,0
enemy,42799,εχθρός,0
battle,42785,μάχη,0
ourselves,42731,εμείς οι ίδιοι,0
alex,42710,Αλέξ,0
dollars,42705,δολάρια,0
allow,42649,επιτρέπω,0
nine,42538,εννέα,0
gay,42536,γκέτος,0
department,42487,τμήμα,0
guilty,42459,ένοχος,0
apart,42417,χώρια,0
earlier,42407,νωρίτερα,0
duty,42329,καθήκον,0
jim,42323,τζιμ,0
suit,42315,κοστούμι,0
bell,42299,κουδούνι,0
west,42219,δυτικά,0
legs,42152,πόδια,0
hero,42093,ήρωας,0
destroy,42078,καταστρέφω,0
stage,42074,στάδιο,0
bunch,42064,δέσμη,0
according,42026,σύμφωνα με,0
chicken,41996,κοτόπουλο,0
bigger,41873,μεγαλύτερος,0
grunting,41866,χασομερής,0
low,41837,χαμηλός,0
helping,41832,βοήθεια,0
admit,41817,ομολογώ,0
closed,41801,κλειστό,0
names,41772,ονόματα,0
witness,41753,μάρτυρας,0
upstairs,41732,επάνω,0
arm,41726,μπράτσο,0
steal,41720,κλέβω,0
jimmy,41706,τσίμι,0
kick,41697,λάκτισμα,0
twice,41693,εις διπλούν,0
cross,41692,σταυρός,0
ways,41675,τρόποι,0
sergeant,41650,λοχίας,0
indeed,41591,πράγματι,0
gas,41535,αέριο,0
keeping,41371,τήρηση,0
energy,41290,ενέργεια,0
pregnant,41290,έγκυος,0
waste,41240,απόβλητα,0
helped,41235,βοήθησα,0
fired,41193,απολυμένος,0
favorite,41153,αγαπημένη,0
tony,41145,αντωνάκης,0
taste,41080,γεύση,0
locked,41079,κλειδωμένος,0
places,41041,μέρη,0
writing,41035,Γραφή,0
adam,41028,Αδάμ,0
brothers,41025,αδερφια,0
starts,41012,ξεκινά,0
prince,40914,πρίγκιπας,0
form,40833,μορφή,0
sold,40796,πωληθεί,0
silly,40758,ανόητος,0
mention,40753,αναφέρω,0
build,40738,χτίζω,0
throat,40719,λαιμός,0
hole,40658,τρύπα,0
figured,40590,σχηματικός,0
track,40578,πίστα,0
ringing,40518,κουδούνισμα,0
lock,40462,κλειδαριά,0
leg,40449,πόδι,0
above,40388,πάνω από,0
hiding,40387,απόκρυψη,0
steve,40377,Στέφανος,0
seemed,40343,φαινόταν,0
breakfast,40285,ΠΡΩΙΝΟ ΓΕΥΜΑ,0
engine,40282,κινητήρας,0
written,40246,γραπτός,0
complete,40210,πλήρης,0
video,40195,βίντεο,0
applause,40194,χειροκροτήματα,0
however,40098,ωστόσο,0
pressure,40065,πίεση,0
fresh,40049,φρέσκο,0
weapon,40033,όπλο,0
sky,39986,ουρανός,0
ms.,39904,Κυρία.,0
stole,39897,επιτραχήλιο,0
study,39882,μελέτη,0
burn,39874,έγκαυμα,0
reading,39869,ΑΝΑΓΝΩΣΗ,0
crowd,39856,πλήθος,0
treat,39803,θεραπεύω,0
roll,39791,ρολό,0
double,39770,διπλό,0
spirit,39556,πνεύμα,0
danger,39518,κίνδυνος,0
cost,39485,κόστος,0
empty,39482,αδειάζω,0
level,39476,επίπεδο,0
memory,39331,μνήμη,0
itself,39330,εαυτό,0
acting,39326,ηθοποιία,0
interest,39252,ενδιαφέρον,0
nose,39194,μύτη,0
plans,39142,σχέδια,0
following,39136,ΕΠΟΜΕΝΟ,0
bathroom,39095,τουαλέτα,0
built,39041,χτισμένο,0
closer,39022,πλησιέστερος,0
ray,38995,ακτίνα,0
sarah,38933,Σάρα,0
band,38918,ζώνη,0
groans,38867,στεναγνώ,0
apparently,38705,προφανώς,0
excited,38640,ενθουσιασμένος,0
richard,38625,Ρίτσαρντ,0
losing,38585,χαμένος,0
animals,38518,των ζώων,0
flight,38504,πτήση,0
nature,38496,φύση,0
raise,38449,υψώνω,0
pop,38419,κρότος,0
client,38407,πελάτης,0
bomb,38395,βόμβα,0
neck,38371,λαιμός,0
suspect,38365,ύποπτος,0
warm,38355,ζεστός,0
extra,38335,επιπλέον,0
bottle,38229,μπουκάλι,0
van,38223,βαν,0
heavy,38220,βαρύς,0
mommy,38167,μαμά,0
dogs,38164,Σκύλοι,0
wild,38162,άγριος,0
ridiculous,38121,γελοίος,0
simply,38100,απλά,0
lee,38047,υπήνεμος,0
animal,38036,ζώο,0
showed,38007,μου έδειξε,0
billy,37951,ρόπαλο,0
shooting,37914,κυνήγι,0
keeps,37914,διατηρεί,0
camp,37907,κατασκήνωση,0
guns,37893,όπλο,0
medical,37844,ιατρικός,0
shame,37793,ντροπή,0
hoping,37769,ελπίζοντας,0
whom,37735,ποιόν,0
bird,37711,πουλί,0
majesty,37699,μεγαλείο,0
flowers,37699,λουλούδια,0
famous,37634,διάσημος,0
asleep,37535,κοιμισμένος,0
beauty,37515,ομορφιά,0
driver,37474,οδηγός,0
keys,37443,κλειδιά,0
rain,37417,βροχή,0
awful,37405,απαίσιος,0
large,37373,μεγάλο,0
local,37344,τοπικός,0
deserve,37283,αξίζω,0
goddamn,37270,θεό,0
stone,37203,πέτρα,0
jane,37198,Ιωάννα,0
grace,37180,χάρη,0
consider,37165,σκεφτείτε,0
weekend,37115,σαββατοκύριακο,0
wondering,37023,αναρωτιέμαι,0
lay,36984,λαϊκός,0
plenty,36941,αφθονία,0
willing,36938,πρόθυμος,0
pants,36916,παντελόνι,0
sweetheart,36907,Αγαπημένος,0
skin,36861,δέρμα,0
excellent,36849,έξοχος,0
asshole,36844,κώλος,0
beach,36841,παραλία,0
c,36830,ντο,0
faith,36815,πίστη,0
beg,36807,ικετεύω,0
fuckin,36802,σκατά,0
responsible,36781,υπεύθυνος,0
military,36733,Στρατός,0
cheering,36723,επευφημίες,0
opportunity,36711,ευκαιρία,0
common,36698,κοινός,0
bottom,36680,κάτω μέρος,0
german,36610,Γερμανός,0
whoever,36535,Οποιοσδήποτε,0
cook,36531,μάγειρας,0
walked,36528,περπατώντας,0
papers,36502,χαρτιά,0
justice,36481,δικαιοσύνη,0
hall,36354,αίθουσα,0
commander,36345,διοικητής,0
drug,36316,φάρμακο,0
main,36292,κύριος,0
knife,36197,μαχαίρι,0
devil,36189,διάβολος,0
necessary,36124,απαραίτητη,0
although,36046,αν και,0
princess,36046,πριγκίπισσα,0
lights,36039,φώτα,0
flying,36023,πέταγμα,0
dick,35996,ψωλή,0
rose,35942,τριαντάφυλλο,0
knowing,35876,γνωρίζων,0
clearly,35837,σαφώς,0
hat,35828,καπέλο,0
agreed,35752,σύμφωνος,0
johnny,35735,γιαννάκης,0
corner,35734,γωνία,0
code,35711,κώδικας,0
note,35701,Σημείωση,0
tommy,35690,άγγλος στρατιώτης,0
due,35669,λόγω,0
correct,35595,σωστός,0
apologize,35587,Απολογούμαι,0
language,35569,Γλώσσα,0
stars,35549,αστέρια,0
faster,35547,γρηγορότερα,0
cars,35472,αυτοκίνητα,0
folks,35431,λαοί,0
bullshit,35397,μαλακίες,0
i.,35384,Εγώ.,0
fellow,35335,σύντροφος,0
several,35232,αρκετά,0
grandma,35216,γιαγιά,0
shows,35209,εκπομπές,0
leader,35155,ηγέτης,0
leaves,35150,φύλλα,0
restaurant,35126,εστιατόριο,0
east,35109,Ανατολή,0
shouting,35108,κραυγές,0
blind,35066,τυφλός,0
ghost,35051,φάντασμα,0
cup,35016,φλιτζάνι,0
gotten,35001,πήρε,0
tight,34972,σφιχτός,0
conversation,34935,συνομιλία,0
tells,34873,λέει,0
lies,34827,ψέματα,0
nor,34821,ούτε,0
pulled,34816,τραβηγμένος,0
hanging,34808,κρέμασμα,0
speed,34794,Ταχύτητα,0
stories,34792,ιστορίες,0
health,34788,υγεία,0
advice,34773,συμβουλή,0
held,34733,που πραγματοποιήθηκε,0
uh-huh,34672,εχ.,0
murdered,34599,δολοφονημένος,0
beyond,34595,πέρα,0
rule,34517,κανόνας,0
hardly,34482,μετά βίας,0
possibly,34442,πιθανώς,0
inspector,34442,επιθεωρητής,0
cousin,34395,ξαδερφος ξαδερφη,0
trial,34375,δίκη,0
emergency,34359,επείγον,0
ought,34342,πρέπει,0
eddie,34314,Έντινα,0
somehow,34291,κάπως,0
hearing,34211,ακρόαση,0
states,34128,κράτη,0
account,34088,λογαριασμός,0
spoke,34035,ακτίνα,0
file,33969,αρχείο,0
understood,33953,κατανοητό,0
angel,33922,άγγελος,0
tape,33904,ταινία-κασέτα,0
milk,33863,γάλα,0
powerful,33854,ισχυρός,0
weapons,33779,όπλα,0
practice,33775,πρακτική,0
manager,33775,διευθυντής,0
pardon,33755,συγνώμη,0
vote,33737,ψήφος,0
jake,33704,Τζέικ,0
national,33697,εθνικός,0
career,33682,καριέρα,0
minister,33653,υπουργός,0
super,33639,σούπερ,0
taught,33613,διδακτός,0
robert,33595,Ροβέρτος,0
biggest,33564,μέγιστος,0
plays,33550,παίζω,0
natural,33540,φυσικός,0
dancing,33491,χορός,0
copy,33489,αντίγραφο,0
plus,33414,συν,0
martin,33293,χελιδόνι,0
cake,33256,κέικ,0
freedom,33196,ελευθερία,0
among,33190,αναμεταξύ,0
breath,33176,αναπνοή,0
operation,33161,λειτουργία,0
chris,33139,Κάρις,0
crew,33113,πλήρωμα,0
challenge,33099,πρόκληση,0
market,33081,αγορά,0
meat,33050,κρέας,0
towards,33032,προς,0
bringing,33020,φέρνοντας,0
dropped,32997,πτώση,0
student,32987,μαθητης σχολειου,0
lied,32979,ψέματα,0
strength,32950,δύναμη,0
size,32841,Μέγεθος,0
breathe,32841,αναπνέω,0
color,32837,χρώμα,0
monster,32819,Τέρας,0
loud,32757,μεγαλόφωνος,0
photo,32757,φωτογραφία,0
aw,32746,aw,0
nearly,32730,σχεδόν,0
sight,32715,θέαμα,0
greatest,32692,μεγαλύτερος,0
games,32623,Παιχνίδια,0
bridge,32588,γέφυρα,0
dressed,32547,ντυμένος,0
arrested,32506,συλληφθείς,0
horrible,32492,φρικτός,0
coach,32471,προπονητής,0
planning,32400,σχεδίαση,0
checked,32333,τετραγωνισμένος,0
breaking,32321,σπάσιμο,0
noticed,32301,παρατηρημένος,0
fantastic,32288,φανταστικός,0
screams,32273,κραυγές,0
serve,32190,σερβίρισμα,0
ideas,32182,ιδέες,0
investigation,32178,έρευνα,0
center,32146,κέντρο,0
older,32130,Παλαιότερα,0
pack,32110,πακέτο,0
soldiers,32098,στρατιώτες,0
nonsense,32097,ανοησίες,0
doc,32073,έγγραφο,0
project,32040,έργο,0
training,31973,εκπαίδευση,0
example,31952,παράδειγμα,0
